CompanySize,Industry,Region,CreditScore,PriorDefault,RegionRiskScore,MacroEconomicIndex,PctChangeRevenue,PctChangeNetProfit,CurrentRatio,DebtToEquity,InterestCoverage,Default
Large,Chemicals,West,Medium,No,53.15865062,109.0932177,0.037552632,-0.038879787,1.656531216,3.108800948,24.82306335,Non-Default
Medium,Textiles,West,Medium,No,39.78503802,110.5449458,-0.046162771,0.1682081,2.809203861,1.529553764,2.764784867,Non-Default
Small,Chemicals,West,Medium,No,48.10606112,89.4247455,-0.08002412,0.237640096,1.345412304,3.462008485,82.55943685,Non-Default
Large,Chemicals,North,Medium,Yes,35.72055724,93.12683957,0.377277593,0.118986146,2.468290537,4.761841755,17.46956685,Default
Small,Chemicals,West,Low,No,41.92934478,105.6152331,-0.148254371,0.328766537,1.829068575,2.003019454,6.032059836,Default
Medium,Textiles,South,Medium,Yes,68.50426245,108.6249594,-0.042629654,0.150450808,1.035677001,1.194536886,110.3577241,Non-Default
Small,Machinery,Central,Medium,Yes,56.80700754,87.69889958,0.057548506,-0.041703155,1.4183591,4.378174814,115.2288538,Default
Small,Textiles,Central,Low,No,38.66102528,113.7033148,0.128773171,-0.402946283,2.688091323,1.781804685,141.1042262,Default
Small,Machinery,West,High,No,50.01339995,113.5981885,0.388458129,-0.066312757,0.81295411,4.381032014,16.65358488,Default
Medium,Machinery,Central,High,No,61.82305807,102.465552,0.017297033,0.008844296,2.463951712,0.849294856,87.25285568,Non-Default
Small,Chemicals,Central,Medium,No,29.08324651,92.23172273,0.108183061,0.190558527,2.585094357,1.773580794,57.36914832,Non-Default
Medium,Textiles,West,Low,No,61.04901689,111.1595727,-0.190858384,-0.417610779,1.063642497,0.745349813,42.16578754,Default
Large,Machinery,West,Low,No,48.49158091,97.95931098,0.1651024,-0.397056997,2.91681683,2.558900062,114.6256048,Default
Small,Metals,South,High,No,76.729136,107.5850367,0.437091483,-0.425752665,2.719039632,1.874675118,73.66904457,Non-Default
Large,Machinery,East,Medium,No,41.62123444,124.3476772,-0.035479701,0.028497805,1.19276886,1.729256553,76.18366745,Non-Default
Medium,Metals,North,Medium,Yes,57.95422583,107.6507407,0.210605517,-0.280906894,1.331205426,2.1592062,28.69369619,Default
Large,Textiles,West,Medium,No,30.07486515,90.7664305,-0.232080839,0.160773417,2.600607406,1.106335166,50.52272236,Non-Default
Medium,Textiles,West,Low,No,48.5058853,78.40858412,-0.01900343,-0.048041649,2.002021088,0.709945106,57.35798007,Non-Default
Medium,Textiles,Central,Medium,No,47.76729877,103.7213126,-0.008989533,-0.341799129,2.829649564,3.626365967,14.87075426,Non-Default
Medium,Machinery,South,Medium,Yes,42.02159774,104.647769,0.120416101,0.30733805,2.954110249,1.13047844,144.6189768,Non-Default
Large,Automotive,Central,Low,No,49.46575363,83.23420121,0.022077436,0.044450629,1.555570511,8.377492006,23.34364045,Non-Default
Medium,Machinery,West,Low,Yes,56.12734053,77.38074108,0.275846526,0.317662419,1.013338452,1.430732083,31.62675851,Non-Default
Medium,Machinery,West,High,No,66.52916804,99.22413219,-0.052733966,0.059073004,2.347732751,1.463105532,60.66385036,Non-Default
Medium,Chemicals,Central,Low,No,53.1130808,89.28173891,0.196169806,0.436156021,2.830865547,2.409374475,88.02836038,Default
Large,Chemicals,West,Medium,No,49.5675315,122.5732193,0.082286427,0.208995076,1.162731443,2.333803483,107.1401086,Non-Default
Medium,Machinery,East,Medium,No,52.37641988,90.53580665,-0.165748883,-0.292444741,2.967848047,0.690077763,58.05209722,Non-Default
Medium,Metals,North,Low,No,55.06922944,87.60102788,-0.395687491,-0.081788225,1.230913615,0.863537532,29.38279858,Non-Default
Medium,Chemicals,North,Medium,Yes,50.1912454,99.80628605,0.079331933,-0.112858432,0.989806314,0.782244759,67.04318063,Non-Default
Large,Machinery,North,Low,No,63.93095493,92.2957187,-0.086916815,-0.514133682,1.890535554,0.497102518,36.72456948,Default
Small,Automotive,East,Low,No,46.58284168,86.68814654,0.105063839,0.273961385,2.572259744,0.456551101,61.95423065,Default
Medium,Metals,West,Medium,No,34.99694001,109.9519589,-0.202108431,0.160802813,1.579625382,2.194836017,121.2743841,Non-Default
Small,Textiles,Central,Low,No,46.9060713,110.4455188,0.156706504,0.413776449,1.530050395,1.494729082,249.1551446,Non-Default
Medium,Machinery,South,Medium,No,51.51907337,110.7927175,0.363695293,-0.354219245,1.233644896,5.125851014,31.79346802,Non-Default
Medium,Machinery,West,Low,Yes,53.12569297,110.5875302,0.002121972,-0.233134475,2.969374243,0.92478971,409.7460195,Non-Default
Medium,Metals,East,Medium,No,59.45570604,127.2136344,-0.349213378,-0.1934318,1.552103793,3.395761354,3.861754898,Non-Default
Medium,Chemicals,East,Medium,No,63.79955019,80.18420127,0.038858345,0.424836705,2.266235398,0.567133869,13.98254161,Non-Default
Medium,Chemicals,North,Low,No,38.46441014,94.00392093,-0.092503195,0.407258984,1.091238275,3.758845427,69.7154085,Default
Medium,Chemicals,West,Medium,No,49.48340807,92.2727647,-0.13948743,-0.274641178,1.789464827,5.788827651,13.00513596,Non-Default
Small,Textiles,North,High,No,68.00775447,102.3030143,0.00808051,0.145513407,2.550814842,2.090257492,164.8338902,Non-Default
Medium,Metals,South,Low,No,36.96011371,69.51013931,0.2493275,0.210397365,2.934751794,2.869610704,241.9904734,Non-Default
Small,Metals,North,Medium,No,42.53386506,103.2474095,-0.065378398,0.018414288,1.190138322,8.317655718,21.63480965,Non-Default
Small,Chemicals,South,High,No,53.45944524,97.25822743,0.189485094,0.548982014,1.008230436,1.113772661,121.1201183,Default
Medium,Chemicals,East,High,No,29.31041151,110.2518892,0.006880452,-0.567097686,2.972507545,0.465452101,354.0724848,Non-Default
Medium,Automotive,North,Low,No,34.39562156,133.6068414,0.031892789,-0.438463712,2.019202169,2.443073593,8.487516414,Default
Medium,Automotive,North,Medium,No,56.56918647,100.5993576,0.268363738,0.077529564,1.559925959,0.445082237,55.41546153,Non-Default
Medium,Machinery,Central,Medium,No,56.61473064,95.34959212,-0.005930498,-0.253208089,2.912612499,1.785412592,57.70651983,Non-Default
Medium,Machinery,East,Medium,Yes,56.08212528,99.29852439,0.203220595,0.274964646,1.658416018,1.928144161,18.50158839,Non-Default
Large,Metals,Central,High,No,52.99871619,101.0564211,0.004527241,-0.352352468,1.310408438,1.862872093,25.76767192,Default
Medium,Metals,South,Medium,No,40.87498943,100.2751294,0.161922391,0.206218979,2.567707933,0.665421324,34.84837842,Non-Default
Medium,Textiles,South,Medium,No,49.21310111,99.81469022,-0.003103096,0.043753557,1.490721873,0.529065196,23.55783605,Non-Default
Small,Textiles,East,High,No,60.49335759,107.5487817,0.084234065,0.504012126,1.508351181,5.436920628,14.29215315,Non-Default
Medium,Automotive,South,High,No,34.1066274,113.9107898,0.101438537,-0.157618189,1.778977395,1.666387967,52.57825946,Non-Default
Medium,Machinery,East,Medium,Yes,60.8355341,98.63936968,0.185141216,0.450075676,2.324509797,0.97570066,51.18863952,Default
Medium,Automotive,South,High,No,35.56559235,100.7199098,0.145962747,0.241416518,2.651879894,3.220249338,157.9035057,Non-Default
Medium,Automotive,West,Medium,No,58.16762794,111.852904,-0.118860324,-0.196993864,1.297578507,5.802377171,343.8729007,Non-Default
Medium,Machinery,North,Medium,No,43.41297937,112.663504,0.414029799,-0.187899268,1.597472704,1.185934598,69.68499769,Non-Default
Medium,Textiles,West,Low,No,45.18680337,114.5513311,0.055234698,0.319464108,1.891571022,0.560021344,47.33797484,Non-Default
Medium,Machinery,East,High,No,37.68973838,128.7315842,0.2330913,0.079488764,0.856343651,2.515803357,11.22355826,Non-Default
Large,Chemicals,East,Medium,No,82.39730554,136.7792366,-0.427990912,0.00726126,2.333632237,5.431554069,71.12850362,Non-Default
Medium,Chemicals,West,Medium,No,53.78911409,139.4135662,0.210678593,0.482108862,2.045128874,7.948084585,495.1279605,Non-Default
Large,Chemicals,North,Low,No,63.467754,99.28858175,0.203061823,0.241252543,1.093832913,3.71976704,41.47793295,Default
Small,Metals,North,Low,No,32.14522004,108.4748042,0.096791888,-0.16948902,1.086721458,0.855046694,17.24369827,Default
Small,Textiles,Central,Medium,No,58.95676133,98.29441599,-0.40131518,-0.097780395,2.769400788,1.061567233,57.76052825,Non-Default
Small,Textiles,South,High,No,60.56631296,95.38860814,-0.09443746,0.146677735,2.30328522,0.618237735,4.08780901,Non-Default
Medium,Metals,Central,Low,No,50.8076298,113.9854281,-0.154748572,0.097234225,1.653733347,2.671710124,74.38445258,Non-Default
Large,Automotive,North,High,No,45.93319893,95.21684763,0.282571593,0.219696256,1.543778908,0.670990749,780.4091736,Non-Default
Small,Chemicals,West,Medium,Yes,40.93917761,112.2823281,-0.190675231,0.245861378,1.497077133,1.268497837,34.30595331,Default
Large,Chemicals,South,Medium,Yes,56.43629733,94.89294314,0.160831525,0.425941745,2.24025122,1.625039543,196.0797598,Non-Default
Small,Automotive,West,High,No,41.01080389,81.49929133,-0.007924655,-0.06603154,1.193246535,1.125487197,42.39844623,Non-Default
Large,Machinery,Central,Medium,No,52.39342369,96.80864812,0.266590237,0.632659404,2.972356852,0.638854275,291.5602791,Non-Default
Medium,Machinery,East,High,No,61.15821127,111.4880872,0.095781355,0.267817641,2.311521816,0.900751381,77.54560414,Non-Default
Small,Textiles,West,Medium,Yes,65.28583707,92.92812737,-0.07910031,0.102923136,1.079664175,2.12167367,55.89230452,Default
Medium,Metals,Central,Medium,No,54.99341266,105.5474381,-0.104888388,-0.004502691,1.103666333,2.789230785,18.17997489,Non-Default
Small,Textiles,Central,Medium,No,46.5536627,83.62097257,-0.038338836,0.130296264,2.226245229,2.019156565,44.35140166,Non-Default
Small,Machinery,Central,Medium,Yes,56.16923803,85.98591419,-0.56839911,-0.413314457,1.642983415,7.295395881,16.79757561,Non-Default
Medium,Automotive,East,High,No,57.91346631,116.8251784,0.404104598,0.006311929,2.251907019,2.013665363,9.496817612,Non-Default
Large,Textiles,East,Medium,No,34.75333503,90.85543173,0.312778505,0.362552757,2.389537138,0.770549906,15.74374555,Non-Default
Medium,Chemicals,East,High,No,47.74221753,114.8475602,0.063604394,-0.069370305,1.983424126,1.466892756,12.59045678,Default
Medium,Chemicals,South,Low,No,43.33328117,94.96421168,0.23792367,-0.444720347,1.364418199,4.043821371,53.3084297,Default
Medium,Automotive,East,Medium,No,56.59031771,97.29853064,0.042749313,-0.298620504,2.012554463,0.982085809,21.17579437,Non-Default
Medium,Machinery,East,Medium,Yes,26.38332791,113.8810663,0.13726288,-0.046110949,1.728103847,2.879253709,45.14330947,Default
Small,Chemicals,East,Low,No,47.45645945,136.5551301,0.247380749,0.114136971,2.758741532,3.369009288,115.5037964,Default
Medium,Chemicals,West,High,No,54.80886497,93.90650145,0.002309918,-0.17865997,2.428464914,6.162253236,844.4576533,Non-Default
Small,Metals,East,Medium,Yes,37.49878552,130.9422031,0.204792474,-0.309981269,2.161765098,1.177251017,48.74823492,Non-Default
Small,Textiles,South,High,No,49.81527004,97.29579799,-0.309341506,-0.151571545,0.887390435,0.837068705,5.08760838,Non-Default
Medium,Machinery,Central,Medium,Yes,53.75359048,97.9920874,0.092914611,0.513269881,2.978373149,1.530165609,302.2021688,Non-Default
Small,Textiles,West,Low,No,26.6049187,148.3283793,0.047119255,0.689151299,2.045797081,8.63483814,192.2106942,Default
Medium,Machinery,North,Medium,No,49.91397597,99.01802008,-0.018031665,0.162219582,1.369750764,5.300323143,19.94791875,Non-Default
Medium,Chemicals,East,Low,No,42.47761097,99.8577458,0.008659166,0.097929021,2.10135645,0.888121399,232.1960431,Default
Small,Metals,Central,Low,No,40.59922286,111.4430729,0.001614131,0.311790879,2.599371095,0.718299981,6.86519945,Default
Medium,Textiles,Central,High,No,59.97529447,102.8014312,0.271599669,-0.310933203,1.984825437,1.416479063,817.9769832,Non-Default
Small,Chemicals,West,Medium,Yes,71.82397399,108.957021,0.038354138,-0.108114467,2.509155629,0.665181068,798.5383964,Default
Large,Machinery,North,High,No,57.02305491,95.73089982,0.614260594,-0.493529514,1.708683023,3.078615815,80.56303427,Non-Default
Medium,Textiles,South,Medium,No,56.87798548,98.6007541,-0.137903275,0.146854079,2.09791813,0.474855687,53.41613874,Non-Default
Large,Textiles,Central,Medium,Yes,32.66396192,102.844282,0.160940708,0.019037125,1.728950544,0.769396175,82.75300203,Default
Medium,Chemicals,Central,Medium,No,44.95031245,91.81221073,0.228971266,-0.166976375,1.961152084,0.451236603,30.77838845,Non-Default
Small,Textiles,Central,Medium,No,52.2583989,126.3805172,-0.027916347,0.516208934,1.168521705,0.773184685,118.611741,Non-Default
Medium,Metals,Central,High,No,41.83046708,99.4704782,-0.192703487,0.340494477,2.117012545,0.495634283,110.5093141,Default
Large,Metals,West,Low,No,74.83852825,110.4367309,-0.04030553,0.022106285,2.953692568,2.3798787,10.78651495,Default
Medium,Chemicals,North,High,No,49.00979627,116.3003538,-0.214211173,-0.169184617,2.482596364,1.794578598,53.9145766,Non-Default
Large,Machinery,Central,High,No,65.07862919,107.773178,-0.114706315,0.107734724,1.504106644,0.749317017,9.330495003,Non-Default
Large,Chemicals,South,Medium,No,54.98442727,82.45177225,0.127429856,0.056286711,2.700492699,0.733241364,40.13881004,Non-Default
Small,Metals,South,Medium,Yes,54.70535034,115.6206566,0.568005902,-0.097994996,2.770595052,0.903732457,57.96495815,Default
Small,Automotive,East,Medium,No,53.91093491,105.2567768,0.397113281,-0.214349561,1.188973815,3.523408113,141.7022979,Non-Default
Medium,Automotive,Central,Low,No,69.17898706,103.6787425,-0.071604527,0.09061711,0.916894494,0.640156169,315.9544652,Default
Medium,Textiles,Central,High,No,48.58242747,86.26542017,0.239132613,0.086373638,2.059447071,0.594948453,9.754128241,Non-Default
Large,Textiles,Central,Medium,Yes,39.20122932,109.1736998,-0.022724098,-0.239596304,1.84694235,1.530557756,57.79631551,Default
Large,Automotive,Central,Low,No,48.75151644,83.50358878,-0.124010127,-0.460740751,2.372309655,4.523948759,84.48674872,Default
Medium,Metals,Central,Medium,Yes,39.24194905,79.33574029,0.033458235,-0.055364305,1.444729115,0.768242167,11.50679717,Default
Small,Textiles,South,Medium,No,40.38748856,101.2191335,-0.387631154,-0.327932043,1.636466255,0.571718559,31.15576279,Non-Default
Medium,Chemicals,North,Medium,Yes,44.97147381,105.6002659,-0.286140799,-0.169058177,1.380474987,1.469215898,11.83285654,Non-Default
Small,Chemicals,North,Low,No,43.50810441,89.37212126,0.232613554,-0.107861134,1.442702463,2.835722586,22.83202807,Default
Large,Metals,East,Medium,Yes,22.72533262,93.04448847,0.322785831,0.143379223,0.820432179,2.039452731,21.40032308,Default
Medium,Textiles,South,Low,No,49.47895168,117.016741,-0.448002538,-0.110478959,1.923662136,1.226672595,6.273659711,Default
Medium,Chemicals,Central,Medium,No,56.52554623,118.0044764,0.34146972,0.09838099,1.840940094,0.479812765,115.466694,Non-Default
Small,Textiles,North,High,No,47.25906546,107.1879294,0.281723689,-0.195739685,1.582924433,0.924394295,32.87144002,Non-Default
Medium,Textiles,West,High,No,67.47965949,114.3350859,-0.019726416,0.11229972,1.988418735,5.736313593,26.37279041,Non-Default
Medium,Chemicals,West,Medium,Yes,56.15336529,113.9702074,0.140998124,-0.051003387,1.661872683,0.765902987,35.87229105,Default
Medium,Automotive,West,Low,No,57.63514141,83.58062633,0.413457512,0.102894292,1.751634608,2.015434073,127.9169115,Non-Default
Small,Chemicals,Central,Low,No,35.1476553,102.6113717,0.295193968,0.354866175,0.804365787,5.42944755,17.87645852,Default
Medium,Metals,Central,Medium,No,49.72738524,98.04505302,0.148816894,-0.017083325,0.945875506,1.45619187,40.89789703,Non-Default
Large,Machinery,East,Low,No,58.1535219,104.5252491,-0.076747039,-0.008228617,1.131545557,1.3135687,46.39804298,Default
Small,Chemicals,East,Medium,No,43.46653501,70.72498913,-0.032026987,0.141287101,1.204845063,0.625060698,13.5864884,Non-Default
Small,Textiles,East,High,No,71.35946357,102.5273599,0.18986158,0.160953557,1.794823676,7.957923298,190.4865427,Non-Default
Small,Textiles,West,Low,No,60.41138655,110.8254647,0.158363549,-0.565402045,2.724803857,0.683506689,667.5766384,Default
Medium,Chemicals,Central,Medium,No,56.49213334,90.31368595,0.282382183,-0.256460312,1.693274461,1.432348212,51.60479927,Non-Default
Medium,Machinery,West,High,No,48.4769029,103.9619133,-0.238963482,0.089484495,2.179823386,0.67447431,23.13830595,Non-Default
Medium,Chemicals,East,Medium,No,25.33693661,119.8997428,0.138991838,0.440464492,0.856766385,1.036784705,24.4244039,Non-Default
Small,Machinery,Central,Medium,No,58.68767857,77.88187639,0.193857152,-0.340421761,2.680660034,4.896410288,93.29860758,Non-Default
Medium,Machinery,South,Low,No,43.79898664,94.98775145,0.001560243,-0.112975338,1.048895888,2.184636606,28.99764832,Default
Medium,Metals,North,Medium,No,42.63392198,99.77268289,0.526401391,0.090972212,1.425435617,0.440728188,26.84502731,Non-Default
Medium,Textiles,North,Medium,Yes,46.52436057,75.73826022,-0.122928369,-0.212771339,2.596818805,7.337327032,5.761745221,Default
Large,Textiles,East,Medium,Yes,36.29947314,106.3258851,0.038759905,0.165409181,1.382730555,3.354348082,72.12494632,Default
Small,Machinery,West,Medium,No,39.86184865,87.20385957,0.196188736,0.209338082,1.367599524,8.854312839,16.06799137,Non-Default
Medium,Textiles,South,Low,No,57.43312212,73.90394761,0.222699858,0.139835672,2.126569381,3.12745622,56.00501331,Non-Default
Medium,Automotive,Central,High,No,55.35403657,101.1338675,0.000926289,0.080280198,2.787139187,3.14786637,224.1788402,Non-Default
Medium,Machinery,West,Medium,No,52.52648142,140.3780688,0.000562403,-0.224156219,1.270028457,2.56668081,8.338805241,Non-Default
Medium,Textiles,East,Low,No,33.4934947,84.22686591,0.18974319,-0.043898909,2.165800255,1.241889371,131.496436,Default
Medium,Automotive,West,High,Yes,62.8726844,110.9470411,0.142858314,0.347441218,2.120413817,0.956821356,15.12012589,Non-Default
Large,Metals,East,High,No,55.48534769,94.55014998,0.068420305,0.120867192,2.250950493,1.598160173,108.8997008,Non-Default
Small,Textiles,North,High,No,33.37571039,119.8797113,-0.321983638,-0.554945364,2.882892066,0.686177259,72.65922775,Non-Default
Small,Automotive,North,Low,No,58.10608494,99.76220611,0.079544368,0.234920429,1.164939985,2.751763631,66.45894979,Default
Medium,Chemicals,West,Medium,No,44.77795618,75.57580505,0.373054181,0.132031633,2.239586117,8.841694188,44.89671285,Non-Default
Medium,Chemicals,South,Medium,No,55.49745245,125.0035017,0.167888967,-0.055806007,1.201236137,1.946034841,73.72619782,Non-Default
Small,Automotive,Central,Medium,No,33.24573022,102.7566711,-0.10514924,-0.022074785,1.491462653,4.372719405,39.39975857,Non-Default
Small,Machinery,East,Medium,Yes,44.69717184,90.86142034,-0.241741067,-0.123351734,1.657915374,0.676157239,328.1522287,Default
Small,Machinery,Central,Medium,No,25.60689341,114.8752643,0.241755144,0.048335422,2.637859904,3.879054818,18.46389398,Non-Default
Large,Textiles,North,Medium,No,49.00136914,104.2175655,-0.041953607,0.031157776,0.918162066,5.429216125,238.2452068,Non-Default
Small,Chemicals,South,Low,No,55.62749644,102.495067,0.317047358,-0.031707237,2.414035408,4.084414954,21.95392945,Default
Medium,Machinery,South,High,No,42.53424385,70.34761787,0.312467432,0.095788676,2.807702474,2.089812076,35.83315727,Non-Default
Small,Machinery,Central,Low,No,51.82428785,79.09627619,0.02025005,-0.001445206,0.974332048,5.936161177,15.24547565,Default
Medium,Chemicals,North,Medium,No,37.07561596,104.8314962,0.115005822,0.280690083,2.539606036,7.122170565,27.21890631,Non-Default
Small,Metals,Central,Medium,No,49.22885105,92.12348442,0.139972579,0.238603913,1.036812947,3.744242342,34.39239434,Non-Default
Medium,Machinery,West,Medium,No,64.03833463,118.5098162,-0.190037346,-0.307126467,2.918278026,1.690115732,123.3217536,Non-Default
Small,Automotive,South,Medium,No,48.22712407,77.29846525,0.391301172,0.123138545,2.593802368,4.029661161,87.000131,Non-Default
Large,Textiles,South,Medium,No,59.63405806,92.33239051,0.149804029,-0.039502195,2.328965548,1.097158956,148.3174155,Non-Default
Small,Machinery,West,Medium,No,56.72722161,100.5950837,0.080606909,-0.212430371,2.010130835,1.032333839,83.17775985,Non-Default
Medium,Machinery,North,Medium,No,59.42033888,101.1175363,0.24729722,0.112713818,2.825798474,1.035600474,121.5124002,Non-Default
Large,Metals,South,High,No,34.61772663,113.0536976,0.111005122,0.131310417,1.06195686,0.72274471,60.48185127,Non-Default
Medium,Automotive,East,High,No,58.37952186,117.1186612,-0.167542354,0.720139572,1.06792527,2.065293054,34.69119498,Default
Medium,Textiles,East,Low,No,64.42814536,98.40550348,-0.111106782,-0.525028106,2.609476929,2.299098497,117.103708,Default
Medium,Machinery,North,Medium,Yes,66.89106667,93.57569848,-0.3791358,-0.087334499,1.861103732,4.428403376,273.9702303,Default
Medium,Textiles,West,High,No,41.25340215,90.87169097,0.063213896,0.657570978,2.659124054,2.529907372,101.6311534,Non-Default
Medium,Chemicals,Central,Low,No,50.73675807,116.6518339,0.160498717,-0.158205865,1.65945579,3.309644237,170.2746921,Default
Large,Machinery,North,Low,Yes,36.80193589,111.970057,0.012501019,0.121016484,1.794092482,2.487957632,197.5935805,Non-Default
Medium,Machinery,Central,Medium,No,44.95174237,85.20031827,-0.181132171,0.080873176,1.530573073,2.54895991,37.8098702,Non-Default
Medium,Chemicals,North,Medium,No,38.02399606,98.59837529,-0.049013781,0.051478664,2.891624176,1.01746749,16.71580322,Non-Default
Medium,Metals,East,High,No,60.55252295,100.4519189,-0.023766341,-0.111122782,1.822890098,7.300881371,53.86791352,Default
Medium,Machinery,West,Low,Yes,60.22674345,99.54449007,0.223476338,-0.091284436,2.461213559,2.157308316,418.7696778,Default
Small,Textiles,East,Medium,Yes,56.0188543,113.6743704,0.33636434,0.109492393,2.330999395,1.87589297,78.67587835,Default
Medium,Automotive,West,Low,No,52.24994627,95.26844622,-0.497274602,-0.017335352,1.317191276,4.217301322,83.68742018,Non-Default
Large,Textiles,Central,Medium,Yes,52.88844535,115.4746771,0.034235665,0.106382787,2.810761244,1.235004608,78.64399355,Default
Small,Metals,North,Medium,No,48.5341001,86.38500371,-0.070820991,0.14960087,1.998300599,0.557029711,75.61444985,Non-Default
Medium,Automotive,South,Medium,No,56.42905016,95.50975306,-0.002136612,0.276081158,2.682773304,0.798760258,48.05824386,Non-Default
Small,Textiles,South,Medium,No,61.09620214,94.07595813,0.218415993,0.295969274,2.630813343,3.648028389,138.5066026,Non-Default
Medium,Textiles,West,High,No,57.75007137,97.08336053,-0.049901711,0.072892055,0.929073923,2.832719141,53.27571941,Non-Default
Small,Chemicals,West,Medium,No,62.54962736,115.1667847,0.186885195,-0.249478974,2.163500148,0.588091273,9.457411256,Non-Default
Medium,Metals,East,Low,No,76.98575192,114.8403306,0.448273186,0.348415722,2.535765828,0.519275737,19.23211991,Default
Medium,Chemicals,South,Low,No,56.97783528,117.0498563,-0.040047614,0.117294457,2.794296199,2.059448603,5.844088145,Non-Default
Medium,Automotive,East,Medium,No,39.03181745,84.2779885,0.006596592,0.241917886,1.913850503,6.309351113,188.8039937,Non-Default
Medium,Chemicals,Central,High,No,39.68196788,87.78945305,0.002114661,0.150816416,2.451567817,0.680537855,41.25942308,Non-Default
Medium,Metals,South,High,No,38.88402022,83.48664162,0.527398182,-0.019367435,2.933186946,1.698423847,151.7926894,Default
Large,Machinery,Central,Low,No,47.96437053,109.2249557,-0.050022224,-0.047419522,2.62125334,3.698816793,132.3157445,Non-Default
Small,Machinery,North,High,No,48.90151136,111.8426808,0.343993646,0.436446531,2.679730966,1.612436593,84.90649096,Non-Default
Medium,Automotive,East,Medium,No,50.19187586,94.37758114,0.042819081,0.061424731,1.696022204,1.043635054,72.43220459,Non-Default
Small,Machinery,West,Medium,Yes,50.18161733,103.976841,0.084053863,0.027116276,1.001715077,3.431521463,21.66774974,Default
Large,Chemicals,South,Low,No,53.32251755,93.95320626,0.215664184,-0.162312534,2.925262812,3.214706755,73.55085292,Non-Default
Large,Automotive,East,Medium,No,51.73803668,88.71124865,-0.024541959,-0.02983288,2.330800834,3.957642777,13.03758879,Non-Default
Medium,Metals,West,Medium,No,64.26454778,100.7716522,0.246504313,0.282089827,1.17656078,6.522254324,5.665167679,Non-Default
Large,Automotive,North,Medium,No,63.41695152,85.62217303,-0.005361518,0.05525884,2.942430828,0.640362547,91.09075005,Non-Default
Medium,Automotive,South,Low,No,47.90374902,68.22964901,-0.163706888,0.367732265,2.374729382,1.018035136,163.6473882,Non-Default
Medium,Textiles,Central,Medium,Yes,52.78830216,106.4543628,0.25333883,0.127394333,0.99881032,8.224444539,26.65685791,Default
Small,Textiles,North,Medium,Yes,67.56275051,86.89677509,0.172063825,0.068752074,1.17578962,1.913088752,26.95618943,Default
Medium,Automotive,West,Low,No,44.44802247,97.20899699,-0.067222364,-0.069483502,2.703902855,2.356582838,46.60451423,Default
Small,Machinery,South,Medium,Yes,41.1515104,82.6795702,0.280551191,0.056840824,2.898431476,4.898214036,69.33953987,Default
Large,Textiles,South,Medium,No,42.4568353,113.1754886,-0.146875037,-0.17041593,1.602620084,2.504179138,155.7799331,Non-Default
Medium,Metals,North,High,No,36.31020849,110.5793727,0.134577369,0.199676926,1.709176153,2.447564753,115.7693102,Non-Default
Medium,Chemicals,South,Medium,Yes,44.09615746,110.8223642,-0.288540899,0.029149886,1.670000005,0.569124143,84.88514735,Default
Small,Textiles,West,Medium,Yes,33.62598071,79.45418966,-0.027855811,-0.018152877,2.63778363,1.52591944,31.68577685,Default
Medium,Automotive,North,Medium,No,42.02446982,130.7037287,-0.118442715,-0.023029874,1.7971635,2.377420613,59.04097825,Non-Default
Small,Machinery,Central,Low,No,64.89043506,104.0337668,-0.201854142,0.213564808,1.625565879,3.637682097,52.96084706,Non-Default
Medium,Chemicals,North,High,No,33.68862772,106.3369806,0.054902377,-0.115114313,2.16811098,1.212109725,50.23759431,Default
Small,Textiles,North,Low,No,49.26841476,77.99868305,0.116410967,0.296877876,1.879172513,0.597753002,5.664665149,Default
Large,Machinery,Central,Medium,No,41.84982448,101.6815665,0.172958698,-0.066425678,1.973531579,1.081145421,103.970155,Non-Default
Medium,Machinery,West,Low,No,50.99141762,99.79238941,0.050336076,0.198342805,1.695428966,1.261630945,741.8564247,Default
Medium,Machinery,East,Medium,Yes,49.15036135,78.2889396,0.136172459,-0.076487975,1.813131223,3.009709503,108.4174887,Default
Medium,Automotive,East,Medium,No,56.37749933,90.08515749,-0.17462255,-0.104734759,0.879145732,0.453210701,660.5104767,Non-Default
Medium,Metals,Central,Medium,No,51.9369213,123.3655125,-0.126052277,0.409873551,2.836721107,1.134374652,91.06255881,Non-Default
Medium,Machinery,West,Medium,No,35.94366846,89.3364502,0.046436536,0.206190099,0.867260069,1.318733957,39.90250705,Non-Default
Medium,Chemicals,South,Low,No,50.60766227,97.59806746,-0.125221291,0.061466829,2.500187282,1.703209426,161.8312171,Non-Default
Large,Textiles,Central,Low,No,29.44094881,91.1683271,0.051108881,-0.330093841,1.456191211,7.474554438,156.7305303,Default
Medium,Chemicals,East,Medium,No,30.6951352,107.4990131,-0.080001638,0.139528426,1.046959432,2.911769834,11.35084725,Non-Default
Large,Automotive,West,Medium,Yes,61.44105266,113.0107771,0.018294607,0.288844426,2.141327247,0.765092823,29.16185945,Default
Large,Automotive,North,Medium,Yes,54.66891054,112.8316067,-0.282889263,0.08078245,2.355293593,2.126928785,59.78579406,Default
Small,Chemicals,West,Medium,No,42.895439,101.0001183,-0.292430094,0.038816347,2.1864436,1.031186145,118.0567306,Non-Default
Large,Metals,West,Medium,No,48.39775064,116.9972077,-0.093405722,0.081110382,2.067384255,3.691504149,73.04140193,Non-Default
